Order_Date,Product,Category,Quantity,Unit_Price,Customer_ID
2026-04-09,Headphones,Electronics,5,25274.78783388449,1054
2026-04-10,Headphones,Accessories,6,16624.447422237805,1025
2026-04-11,Laptop,Accessories,9,15729.90453726986,1064
2026-04-12,Headphones,Accessories,2,49476.91190668896,1042
2026-04-13,Monitor,Electronics,8,41608.28832544423,1060
2026-04-14,Keyboard,Electronics,1,40617.0753471182,1014
2026-04-15,Monitor,Electronics,2,7262.989955978785,1013
2026-04-16,Mouse,Electronics,1,41830.337110136796,1095
2026-04-17,Monitor,Accessories,3,28248.451137860102,1032
2026-04-18,Keyboard,Electronics,2,45254.291622248595,1014
2026-04-19,Monitor,Electronics,5,39927.076992204944,1059
2026-04-20,Laptop,Accessories,4,17915.12203458145,1057
2026-04-21,Laptop,Accessories,3,19277.782932551312,1089
2026-04-22,Mouse,Electronics,3,20513.232504573858,1078
2026-04-23,Mouse,Accessories,1,8941.321720819393,1067
2026-04-24,Mouse,Accessories,4,12693.522104677697,1008
2026-04-25,Laptop,Electronics,1,13760.459627764096,1016
2026-04-26,Keyboard,Accessories,1,26732.76941677691,1069
2026-04-27,Monitor,Electronics,2,45565.116248429986,1083
2026-04-28,Laptop,Accessories,6,47320.607173462326,1067
2026-04-29,Headphones,Electronics,6,16378.886544868237,1043
2026-04-30,Mouse,Electronics,7,7907.880201998159,1012
2026-05-01,Keyboard,Electronics,9,13238.428171719515,1024
2026-05-02,Mouse,Accessories,6,22379.830247450653,1098
2026-05-03,Mouse,Electronics,7,42995.611935874425,1041
2026-05-04,Keyboard,Electronics,4,33133.7398999844,1089
2026-05-05,Monitor,Electronics,1,2670.9238764141437,1047
2026-05-06,Monitor,Accessories,9,8583.39676861815,1094
2026-05-07,Mouse,Accessories,9,4723.902797390821,1072
2026-05-08,Mouse,Accessories,6,42016.3146069025,1013
2026-05-09,Laptop,Electronics,5,23897.79108940159,1069
2026-05-10,Mouse,Electronics,2,24692.09558192704,1048
2026-05-11,Mouse,Electronics,9,42288.651364171616,1011
2026-05-12,Headphones,Electronics,7,10377.834466517796,1088
2026-05-13,Keyboard,Accessories,6,42399.57248959451,1053
2026-05-14,Keyboard,Accessories,1,37437.017429385895,1096
2026-05-15,Monitor,Electronics,7,41509.67266182996,1071
